hours;seasons;monthArray;weekdays;daysOfYear;redDays;wind_speed;air_temperature;relative_humidity;wind_from_direction;air_pressure_at_sea_level;clouds;precipitation;NOxHjortnes;NOxBygdoyAlle;NOxE6Alna;NOxKirkeveien;NOxManglerud;NOxSmestad;NOxBrynSkole
0;1;1;1;1;1;0.5;2.8;95.0;310.0;995.3;3.7;0.0;137.843666;99.394977;82.564571;90.824089;59.595161;64.139577;35.551764
1;1;1;1;1;1;3.9;5.7;75.0;265.0;994.3;3.7;0.0;16.046653;100.525773;27.582306;28.164343;17.942352;49.12489;22.148734
2;1;1;1;1;1;2.6;4.4;79.0;215.0;993.1;3.7;0.0;2.996148;37.046886;10.891762;10.146208;5.023634;51.231581;6.264399
3;1;1;1;1;1;5.7;4.4;71.0;215.0;991.7;3.7;0.0;1.255268;41.552591;10.457313;19.97865;3.868638;20.761974;3.812255
4;1;1;1;1;1;3.2;3.9;76.0;221.0;991.5;3.7;0.0;5.821665;49.210508;11.577419;27.671938;1.942225;36.332959;3.730344
5;1;1;1;1;1;3.3;3.8;76.0;239.0;991.8;3.7;0.0;11.258021;41.784303;10.870007;11.614016;7.344168;16.444814;14.247312
6;1;1;1;1;1;6.7;5.7;62.0;295.0;991.7;3.7;0.0;3.42737;26.4773;12.029395;0.642256;11.7819;16.532652;8.079614
7;1;1;1;1;1;5.5;6.0;57.0;299.0;992.8;3.7;0.0;21.478228;37.062548;14.015921;0.711061;9.276936;20.731002;6.301375
8;1;1;1;1;1;1.9;5.3;58.0;275.0;993.6;3.7;0.0;53.665991;70.390328;18.838833;3.62398;11.979029;26.402336;13.621458
9;1;1;1;1;1;3.1;5.4;60.0;209.0;993.9;3.7;0.0;37.135676;94.037863;17.526365;11.647266;9.281186;34.974959;6.604808
10;1;1;1;1;1;3.9;6.8;48.0;282.0;995.0;3.7;0.0;29.740012;70.8492;20.763715;2.463942;13.719016;47.136363;3.568174
11;1;1;1;1;1;5.6;7.3;46.0;302.0;996.0;3.7;0.0;37.133732;37.075082;18.38918;2.714234;27.414062;22.730805;3.561154
12;1;1;1;1;1;8.8;7.4;44.0;326.0;997.5;3.7;0.0;44.74493;38.2042;7.286029;2.387786;27.994854;21.584294;3.123333
13;1;1;1;1;1;4.7;7.0;45.0;326.0;999.9;3.7;0.0;53.008584;43.837482;10.986167;4.836722;33.975722;20.052096;4.836254
14;1;1;1;1;1;6.3;6.8;44.0;325.0;1001.8;3.7;0.0;55.617479;38.435757;12.723307;4.506715;33.399389;20.48423;4.781897
15;1;1;1;1;1;5.8;6.2;43.0;325.0;1003.6;3.7;0.0;55.399;40.015474;12.654371;5.075024;32.244465;27.288801;4.384844
16;1;1;1;1;1;5.9;5.8;43.0;327.0;1005.4;3.7;0.0;53.005624;37.541209;6.362634;4.823124;24.725064;18.51473;4.165176
17;1;1;1;1;1;7.5;5.1;46.0;329.0;1007.5;3.7;0.0;33.213089;34.841543;7.853139;4.425049;18.748497;20.058153;3.142148
18;1;1;1;1;1;10.7;5.0;44.0;349.0;1010.1;3.7;0.0;25.599995;37.322267;4.832589;3.301327;15.664837;18.87129;4.771611
19;1;1;1;1;1;8.6;4.4;47.0;353.0;1012.6;3.7;0.0;25.599033;31.694164;6.44966;3.069907;22.995882;14.764531;6.554374
20;1;1;1;1;1;7.9;3.7;45.0;350.0;1014.2;3.7;0.0;19.94336;23.362593;5.80355;2.475374;13.54762;10.476878;5.983182
21;1;1;1;1;1;9.3;3.6;46.0;345.0;1016.0;3.7;0.0;12.330298;27.870567;4.83636;1.213381;10.078153;8.079504;5.629071
22;1;1;1;1;1;9.9;3.4;45.0;346.0;1017.6;3.7;0.0;12.764327;20.664669;3.749037;-0.044273;7.765861;5.876045;5.839247
23;1;1;1;1;1;10.1;3.0;40.0;346.0;1019.6;3.7;0.0;13.850819;20.667252;4.882817;-0.56077;4.682069;6.840915;3.800929
0;1;1;2;2;0;6.2;2.6;42.0;342.0;1021.1;2.3;0.0;4.932856;15.488218;3.77613;-0.533766;2.755468;6.163867;1.47809
1;1;1;2;2;0;6.6;2.3;43.0;343.0;1022.8;2.3;0.0;5.149402;19.320647;2.400478;-0.474084;3.721917;6.976211;4.549681
2;1;1;2;2;0;5.0;1.8;45.0;347.0;1024.4;2.3;0.0;3.408558;18.196671;4.006538;-1.02818;7.002841;2.637208;12.199438
3;1;1;2;2;0;5.0;1.9;45.0;350.0;1025.4;2.3;0.0;8.844805;20.226965;3.315217;-0.558088;5.461969;2.202013;8.429246
4;1;1;2;2;0;5.5;1.6;46.0;353.0;1026.1;2.3;0.0;51.906348;31.495437;12.273662;0.125352;22.051253;16.653349;5.764502
5;1;1;2;2;0;3.5;1.1;48.0;315.0;1027.4;2.3;0.0;135.855389;98.870754;108.876141;11.062141;114.440628;52.539632;45.978927
6;1;1;2;2;0;2.8;0.9;48.0;331.0;1028.0;2.3;0.0;275.045951;115.550629;405.16792;47.787495;133.730889;98.185408;53.119621
7;1;1;2;2;0;1.2;0.5;51.0;312.0;1028.9;2.3;0.0;378.13346;160.849909;411.932502;166.941905;159.386286;128.207212;92.213892
8;1;1;2;2;0;0.9;-1.1;61.0;237.0;1029.9;2.3;0.0;228.501452;101.815931;392.619926;136.743162;233.068569;78.520736;249.108713
9;1;1;2;2;0;2.6;0.1;52.0;334.0;1030.4;2.3;0.0;307.882806;315.233359;350.844013;83.734667;301.736737;162.793684;426.327399
10;1;1;2;2;0;0.7;0.5;53.0;204.0;1030.9;2.3;0.0;291.352639;310.513223;331.4498;214.944484;264.707375;167.997721;304.63891
11;1;1;2;2;0;2.3;2.5;44.0;345.0;1031.0;2.3;0.0;181.086077;319.76578;304.969829;73.125612;332.990627;174.050587;275.418294
12;1;1;2;2;0;1.7;2.3;43.0;278.0;1031.5;2.3;0.0;244.808283;247.882614;287.24808;87.725399;242.91853;127.778234;262.557599
13;1;1;2;2;0;3.5;2.0;42.0;298.0;1031.8;2.3;0.0;205.659728;82.008513;320.006928;33.972341;257.195157;131.719352;206.829079
14;1;1;2;2;0;4.8;1.2;45.0;306.0;1032.3;2.3;0.0;296.784941;107.708068;318.174727;40.391761;246.589913;151.99356;266.58107
15;1;1;2;2;0;4.4;1.2;45.0;322.0;1032.1;2.3;0.0;321.57703;148.962056;285.034729;55.524173;329.340802;126.157094;266.563274
16;1;1;2;2;0;3.2;0.8;46.0;317.0;1032.2;2.3;0.0;147.805361;178.49755;195.20051;47.965765;134.722802;120.378968;202.489311
17;1;1;2;2;0;2.0;1.0;47.0;308.0;1032.2;2.3;0.0;173.032511;191.354198;258.657248;91.558699;203.586116;66.159971;113.901276
18;1;1;2;2;0;2.0;0.4;49.0;81.0;1032.1;2.3;0.0;33.406368;136.809858;286.349207;136.911728;213.426487;67.511986;130.176256
19;1;1;2;2;0;1.9;0.8;49.0;356.0;1032.3;2.3;0.0;6.654832;153.49831;244.281927;122.792522;117.371084;59.118452;127.445952
20;1;1;2;2;0;3.1;1.2;49.0;289.0;1032.1;2.3;0.0;21.225322;76.405079;111.565832;56.743644;91.140762;64.199143;89.59673
21;1;1;2;2;0;1.4;0.7;53.0;100.0;1031.9;2.3;0.0;59.936497;121.724393;92.54758;119.973633;95.38689;63.730396;71.363704
22;1;1;2;2;0;3.6;2.0;46.0;311.0;1031.7;2.3;0.0;63.850211;123.534018;33.015457;41.611966;49.86704;15.080224;66.089576
23;1;1;2;2;0;5.1;2.6;45.0;317.0;1031.3;2.3;0.0;44.2757;68.076363;24.138454;21.508792;56.041929;10.868358;54.087129
0;1;1;3;3;0;5.2;3.1;45.0;333.0;1031.5;5.7;0.0;18.829178;26.5941;27.800729;7.599569;23.059502;2.488574;26.354966
1;1;1;3;3;0;5.6;3.1;46.0;332.0;1031.8;5.7;0.0;26.222648;31.106433;64.114356;0.811114;21.325646;3.968938;42.877975
2;1;1;3;3;0;6.2;3.1;47.0;330.0;1031.8;5.7;0.0;16.217473;31.785825;73.929103;1.341292;57.977961;3.463969;18.550309
3;1;1;3;3;0;2.3;2.8;51.0;341.0;1032.1;5.7;0.0;16.216521;35.847652;68.393056;5.115221;41.96993;6.62569;19.704444
4;1;1;3;3;0;1.7;3.0;50.0;114.0;1032.0;5.7;0.0;57.537239;52.537762;179.43472;29.826969;44.479885;41.153337;56.471449
5;1;1;3;3;0;0.8;2.4;54.0;47.0;1032.4;5.7;0.0;220.430473;88.397156;449.856721;75.304782;119.133836;84.713517;180.696044
10;1;1;3;3;0;0.3;1.7;67.0;143.0;1033.3;5.7;0.0;503.585374;418.969585;1005.982167;260.120969;85.582065;250.46985;269.831667
11;1;1;3;3;0;0.2;1.8;67.0;58.0;1032.8;5.7;0.0;302.413984;294.492022;817.273752;287.67211;192.067646;252.188876;265.257562
12;1;1;3;3;0;1.2;2.7;66.0;31.0;1032.4;5.7;0.0;303.717651;373.178228;437.190255;344.62262;177.216995;307.918801;281.694678
13;1;1;3;3;0;1.1;3.3;69.0;234.0;1031.5;5.7;0.0;208.459902;344.083831;431.606069;280.160523;250.138449;285.21131;371.465513
14;1;1;3;3;0;0.9;3.0;68.0;221.0;1031.3;5.7;0.0;291.101347;315.216437;483.546462;264.595969;196.51363;288.638076;453.121073
15;1;1;3;3;0;0.7;1.7;74.0;300.0;1031.5;5.7;0.0;391.576019;215.781;455.90896;369.251695;212.528056;250.20577;501.188664
16;1;1;3;3;0;0.6;0.3;77.0;333.0;1031.3;5.7;0.0;424.414207;243.057034;410.085545;318.408765;99.872373;267.056634;286.460885
17;1;1;3;3;0;0.6;0.0;78.0;337.0;1030.4;5.7;0.0;428.544994;257.706431;393.386347;274.921163;186.684415;221.546174;201.966018
18;1;1;3;3;0;0.6;-0.2;79.0;12.0;1030.0;5.7;0.0;431.370894;242.821887;404.352296;229.624823;220.832655;171.852963;183.641278
19;1;1;3;3;0;1.4;-0.3;79.0;19.0;1029.2;5.7;0.0;353.729392;213.284651;356.251884;165.659342;197.300595;178.24121;142.680809
20;1;1;3;3;0;0.5;-0.1;81.0;52.0;1028.7;5.7;0.0;295.443688;205.390459;358.821526;169.15082;171.067519;136.931817;133.767939
21;1;1;3;3;0;0.8;-0.5;82.0;42.0;1028.1;5.7;0.0;269.997428;152.186014;395.506254;154.738335;172.420851;95.824766;129.188722
22;1;1;3;3;0;0.4;-0.7;83.0;33.0;1027.8;5.7;0.0;244.333736;160.524108;350.699999;111.244366;134.033759;86.528087;117.084769
23;1;1;3;3;0;1.4;-0.8;84.0;21.0;1027.3;5.7;0.0;202.359193;152.406517;315.837373;87.259315;98.732933;90.592738;260.941493
0;1;1;4;4;0;1.1;-0.5;82.0;20.0;1026.7;7.0;0.0;156.905073;121.297697;341.237888;92.919801;89.861339;66.127683;149.722618
1;1;1;4;4;0;0.8;-0.4;83.0;42.0;1026.5;7.0;0.0;146.682513;118.816628;284.064956;56.13687;70.957939;57.010571;126.720934
2;1;1;4;4;0;1.0;-0.3;84.0;219.0;1026.1;7.0;0.0;115.147124;116.786483;351.434412;41.269623;112.244957;49.495333;80.666742
3;1;1;4;4;0;0.9;-0.3;84.0;156.0;1025.2;7.0;0.0;137.328819;118.588084;269.436189;82.014329;62.860185;52.084351;123.119868
4;1;1;4;4;0;1.0;0.1;82.0;2.0;1024.2;7.0;0.0;159.945429;146.984978;312.290699;57.936096;110.899796;97.546097;188.890126
5;1;1;4;4;0;0.8;0.5;82.0;137.0;1023.2;7.0;0.0;268.683061;196.115215;366.801847;94.254142;303.631025;132.718559;202.221361
6;1;1;4;4;0;0.8;0.7;81.0;240.0;1022.1;7.0;0.0;360.674745;198.590702;321.960787;143.764262;383.118689;221.121664;244.938957
7;1;1;4;4;0;1.0;1.0;81.0;330.0;1021.6;7.0;0.0;416.347594;215.264168;332.959914;206.029125;317.142867;236.421617;279.200458
8;1;1;4;4;0;0.8;1.1;81.0;80.0;1021.2;7.0;0.0;477.674737;296.164607;420.106987;304.620747;205.250374;251.753304;305.182713
9;1;1;4;4;0;1.1;1.2;85.0;140.0;1020.7;7.0;0.0;514.86186;278.806028;672.224845;342.684888;195.221361;307.138343;294.442577
10;1;1;4;4;0;0.7;1.8;80.0;291.0;1019.6;7.0;0.0;468.103013;457.27665;821.247825;358.641677;130.787018;417.326582;419.391757
11;1;1;4;4;0;1.0;2.7;76.0;36.0;1018.6;7.0;0.0;531.6047;451.407237;1107.16823;402.438928;164.359105;394.109596;358.334301
12;1;1;4;4;0;1.3;5.5;69.0;108.0;1018.1;7.0;0.0;652.084987;430.89122;1358.108486;423.272069;264.10593;325.183668;462.685431
13;1;1;4;4;0;0.6;6.2;70.0;298.0;1017.6;7.0;0.0;682.095109;589.739916;1697.014269;365.854781;286.103267;354.540857;1005.984893
14;1;1;4;4;0;1.5;6.2;71.0;61.0;1017.3;7.0;0.0;833.891523;474.810052;1871.022558;322.209176;381.607237;340.23911;1160.582404
15;1;1;4;4;0;1.6;5.8;75.0;358.0;1017.3;7.0;0.0;759.730694;394.134779;1565.32193;277.075415;332.606707;256.603842;1305.713507
16;1;1;4;4;0;2.5;4.1;78.0;35.0;1017.3;7.0;0.0;657.298225;306.704356;1442.040757;247.927539;126.365985;204.444246;1329.194297
17;1;1;4;4;0;0.7;4.9;81.0;42.0;1017.2;7.0;0.0;539.860169;252.173427;1415.830076;226.438456;193.895288;121.687192;1171.192691
18;1;1;4;4;0;0.6;4.8;80.0;47.0;1016.9;7.0;0.0;430.468899;331.249172;1299.445976;233.762252;130.230091;148.962555;947.684872
19;1;1;4;4;0;0.7;4.8;79.0;113.0;1016.9;7.0;0.0;379.578503;270.862784;1179.928423;152.090513;127.531732;133.0761;808.038232
20;1;1;4;4;0;0.9;5.2;78.0;47.0;1017.4;7.0;0.0;362.179261;258.691562;505.237929;156.160052;152.423196;116.468033;1034.488719
21;1;1;4;4;0;1.0;5.3;80.0;38.0;1017.5;7.0;0.0;318.90062;155.055792;346.145288;123.443905;103.612982;114.667615;381.253858
22;1;1;4;4;0;4.5;8.1;65.0;23.0;1017.6;7.0;0.0;271.272579;164.514929;281.81645;101.341047;115.191857;95.155958;178.586877
23;1;1;4;4;0;4.4;7.9;67.0;16.0;1018.5;7.0;0.0;233.213474;189.967869;143.621074;65.28714;168.638594;105.337346;119.847134
0;1;1;5;5;0;3.6;6.7;71.0;28.0;1018.9;4.0;0.0;237.126845;169.239955;138.436325;71.345371;81.81857;97.491385;97.165559
1;1;1;5;5;0;3.5;8.2;63.0;16.0;1018.9;4.0;0.0;191.673746;201.899749;56.377498;34.750045;42.654066;18.99792;74.587193
2;1;1;5;5;0;4.2;10.6;49.0;345.0;1019.1;4.0;0.0;128.170456;148.285521;51.29948;14.851287;39.955174;54.457625;68.293753
3;1;1;5;5;0;3.6;8.1;58.0;45.0;1019.7;4.0;0.0;99.245491;117.424176;54.3562;6.799502;63.689415;61.131787;59.738791
4;1;1;5;5;0;4.0;7.6;60.0;22.0;1020.4;4.0;0.0;80.106855;91.745028;126.007274;37.622968;72.567226;31.583777;62.802293
5;1;1;5;5;0;1.7;4.9;73.0;73.0;1021.1;4.0;0.0;110.552007;101.879797;208.737736;63.435583;121.384683;42.204378;91.733956
6;1;1;5;5;0;3.7;6.7;63.0;10.0;1021.7;4.0;0.0;170.573348;126.654004;207.368523;60.4773;129.105198;76.346011;137.742066
7;1;1;5;5;0;0.6;3.6;86.0;191.0;1022.5;4.0;0.0;210.804609;135.435974;167.805165;94.895432;143.964816;88.709635;126.223727
8;1;1;5;5;0;0.9;2.8;86.0;337.0;1023.2;4.0;0.0;274.52277;169.667168;177.608089;92.900286;206.675593;149.268759;155.603117
9;1;1;5;5;0;0.7;2.7;85.0;25.0;1023.3;4.0;0.0;309.099592;297.810188;274.678451;154.18685;105.766598;140.11262;226.745149
10;1;1;5;5;0;1.1;3.9;77.0;214.0;1023.7;4.0;0.0;313.230329;335.188197;435.431718;207.439073;268.42568;233.087475;323.497929
11;1;1;5;5;0;0.2;4.0;80.0;21.0;1023.7;4.0;0.0;269.082409;469.175329;424.608051;368.193532;181.022519;295.671947;314.092382
12;1;1;5;5;0;0.9;5.2;71.0;215.0;1023.6;4.0;0.0;162.737813;545.730744;444.904956;484.870989;460.612211;295.000238;374.03779
13;1;1;5;5;0;0.5;5.8;74.0;205.0;1023.8;4.0;0.0;170.130738;408.12756;421.79392;549.373262;321.111974;330.577196;401.279138
14;1;1;5;5;0;0.3;4.9;77.0;289.0;1024.2;4.0;0.0;356.502103;260.398391;449.3225;525.941006;347.164374;303.647083;446.79791
15;1;1;5;5;0;1.1;2.2;83.0;50.0;1024.4;4.0;0.0;431.528186;233.146676;426.890822;297.771904;226.378746;260.873481;472.016472
16;1;1;5;5;0;3.2;1.3;84.0;31.0;1024.6;4.0;0.0;399.993643;280.202838;427.23175;200.92358;158.65463;194.164497;475.376724
17;1;1;5;5;0;0.5;3.0;82.0;318.0;1024.8;4.0;0.0;382.812191;349.998199;387.697086;171.986151;224.262654;134.078526;358.606228
18;1;1;5;5;0;2.3;2.8;81.0;32.0;1024.8;4.0;0.0;388.900058;342.335126;307.189389;205.762492;149.784344;115.213822;305.26781
19;1;1;5;5;0;0.8;2.0;86.0;253.0;1024.8;4.0;0.0;338.663242;190.124067;255.716493;175.746458;306.469278;83.218319;231.516321
20;1;1;5;5;0;1.3;0.8;86.0;51.0;1025.0;4.0;0.0;275.160876;193.722973;264.607697;190.332653;267.881048;72.357875;186.687862
21;1;1;5;5;0;2.4;0.4;90.0;20.0;1025.2;4.0;0.0;274.507275;144.188318;202.942595;151.377301;174.684698;50.52471;138.320732
22;1;1;5;5;0;0.6;0.3;91.0;305.0;1025.5;4.0;0.0;222.096013;118.520631;150.147469;79.969121;206.140322;43.769934;109.90459
23;1;1;5;5;0;0.8;-0.6;91.0;334.0;1025.4;4.0;0.0;202.522663;129.325282;173.163459;73.606262;102.908697;51.913893;100.639325
0;1;1;6;6;1;1.9;-0.5;92.0;37.0;1025.3;4.7;0.0;165.769316;130.674173;165.504541;78.502314;112.75241;42.360013;133.542221
1;1;1;6;6;1;0.9;-0.9;92.0;353.0;1025.3;4.7;0.0;139.454529;92.177159;101.901467;52.455273;95.774217;37.388322;99.331036
2;1;1;6;6;1;0.2;-1.2;93.0;329.0;1025.2;4.7;0.0;112.269917;98.929639;79.89391;72.456629;112.950664;34.096253;69.461958
3;1;1;6;6;1;1.0;-1.0;92.0;26.0;1025.3;4.7;0.0;89.434719;99.3788;91.197939;103.328156;78.991295;29.943066;69.823546
4;1;1;6;6;1;0.6;-0.7;94.0;179.0;1025.2;4.7;0.0;90.738506;93.525139;97.634261;55.300277;70.889158;24.820841;55.248464
5;1;1;6;6;1;1.1;-0.9;93.0;189.0;1024.7;4.7;0.0;90.085081;125.937767;142.462225;55.164825;86.521994;37.527654;79.246206
6;1;1;6;6;1;1.1;-2.0;96.0;244.0;1024.9;4.7;0.0;91.388866;118.057922;165.195709;69.086183;103.119832;43.012223;77.573886
7;1;1;6;6;1;1.7;-1.9;97.0;42.0;1024.9;4.7;0.0;122.050741;144.165898;220.633949;66.744231;110.262314;70.536765;79.312096
8;1;1;6;6;1;0.8;-1.2;96.0;48.0;1025.2;4.7;0.0;132.705581;156.092697;265.875978;75.837105;140.561366;96.360033;107.224837
9;1;1;6;6;1;0.9;-0.6;96.0;221.0;1025.4;4.7;0.0;167.934167;181.072947;227.390616;111.072199;141.336037;161.250762;115.063567
10;1;1;6;6;1;1.6;-0.3;96.0;223.0;1025.3;4.7;0.0;193.159216;165.090163;154.513019;128.226136;168.740957;168.921436;100.851727
11;1;1;6;6;1;0.4;0.3;95.0;137.0;1025.1;4.7;0.0;115.957475;194.344972;184.405971;136.669965;213.513788;127.805942;89.44546
12;1;1;6;6;1;0.5;0.9;93.0;228.0;1024.6;4.7;0.0;115.956431;162.609001;259.52507;190.739639;291.092766;181.465965;111.597407
13;1;1;6;6;1;0.7;0.5;93.0;217.0;1024.4;4.7;0.0;198.809987;213.241766;352.718911;187.274775;296.113671;190.913577;132.907744
14;1;1;6;6;1;1.3;0.7;95.0;236.0;1024.4;4.7;0.0;265.57091;185.557701;297.493706;176.834547;245.171404;152.686257;154.76415
15;1;1;6;6;1;0.9;0.0;94.0;289.0;1024.8;4.7;0.0;312.324861;162.600823;317.826784;234.358733;231.280325;143.596555;182.808571
16;1;1;6;6;1;1.0;-0.7;95.0;42.0;1024.8;4.7;0.0;403.006764;201.078033;329.468918;239.456499;190.758065;192.092904;166.067557
17;1;1;6;6;1;0.4;-0.8;94.0;17.0;1024.7;4.7;0.0;405.615037;246.078883;375.347953;212.185856;258.303938;194.304954;193.820049
18;1;1;6;6;1;1.0;-0.6;93.0;112.0;1024.9;4.7;0.0;359.946045;373.433597;328.22808;152.306142;201.764025;183.917055;99.562088
19;1;1;6;6;1;0.7;-0.5;96.0;357.0;1024.8;4.7;0.0;222.28947;268.795162;153.671915;131.26779;153.71473;174.868754;74.510955
20;1;1;6;6;1;1.9;-1.1;97.0;22.0;1024.9;4.7;0.0;70.497942;188.237786;152.830116;99.587211;146.770213;118.326199;86.686717
21;1;1;6;6;1;0.4;-0.8;96.0;269.0;1024.5;4.7;0.0;45.705983;152.684502;154.422604;92.014806;131.141372;119.441363;91.438603
22;1;1;6;6;1;0.8;-0.6;97.0;261.0;1024.4;4.7;0.0;47.227254;130.63269;122.312464;82.21774;100.073626;85.867072;90.158822
23;1;1;6;6;1;0.6;-0.8;97.0;234.0;1024.3;4.7;0.0;45.486559;127.930956;103.452211;54.761393;87.339174;68.583741;79.250588
0;1;1;0;7;0;0.7;-1.0;97.0;203.0;1024.1;8.0;0.133;51.357106;111.055529;95.390626;50.306527;75.569527;67.151182;67.554723
1;1;1;0;7;0;0.3;-1.1;97.0;293.0;1024.3;8.0;0.133;58.749888;120.278159;91.852121;56.828589;103.362153;53.870434;87.437131
2;1;1;0;7;0;0.3;-1.1;97.0;7.0;1024.3;8.0;0.133;52.659917;109.028063;111.01111;51.93922;137.909645;61.901994;93.379915
3;1;1;0;7;0;0.2;-0.9;97.0;329.0;1024.0;8.0;0.133;59.182831;107.227037;106.426702;56.659292;125.175129;70.382743;94.17962
4;1;1;0;7;0;0.9;-1.1;97.0;35.0;1023.1;8.0;0.133;54.39765;120.723239;175.77666;79.898192;195.812239;84.783912;122.16238
5;1;1;0;7;0;0.5;-1.0;97.0;230.0;1022.5;8.0;0.133;197.2698;162.11277;361.60488;89.663282;264.713138;182.916357;167.444814
6;1;1;0;7;0;0.1;-0.8;97.0;353.0;1021.9;8.0;0.133;85.492843;197.426582;376.316458;164.938442;439.760387;214.874378;217.546874
7;1;1;0;7;0;0.9;-0.7;97.0;230.0;1021.4;8.0;0.133;58.526474;163.681927;551.471449;115.27452;219.366578;268.003825;332.785782
8;1;1;0;7;0;1.5;-0.9;97.0;238.0;1020.3;8.0;0.133;88.970207;148.833518;453.554025;131.136645;313.936839;237.686026;234.488684
9;1;1;0;7;0;1.2;-1.1;98.0;219.0;1019.3;8.0;0.133;73.094453;180.096184;343.383475;85.160087;364.891175;221.554869;164.257035
10;1;1;0;7;0;1.8;-1.5;97.0;213.0;1018.3;8.0;0.133;43.953551;138.932209;236.76188;110.255574;171.127121;189.58507;163.944967
12;1;1;0;7;0;0.6;-2.0;96.0;229.0;1015.3;8.0;0.133;45.691287;143.426216;98.29974;97.796116;86.792908;163.365775;76.617805
13;1;1;0;7;0;1.0;-2.1;96.0;217.0;1013.3;8.0;0.133;176.819475;138.026285;192.265588;44.350368;137.554129;165.555994;85.009141
14;1;1;0;7;0;1.1;-1.7;97.0;232.0;1011.2;8.0;0.133;217.483601;199.421551;177.736482;147.298255;117.870914;185.666822;135.421748
15;1;1;0;7;0;0.9;-1.6;97.0;119.0;1009.0;8.0;0.133;297.290613;201.891679;136.141778;58.160151;124.04961;161.975916;96.305311
16;1;1;0;7;0;1.6;-1.3;97.0;39.0;1006.4;8.0;0.133;327.733898;213.806926;220.24218;134.661392;366.076548;132.083065;122.538024
17;1;1;0;7;0;1.7;-0.9;97.0;21.0;1004.2;8.0;0.133;301.202476;196.03726;216.487259;126.466148;376.502611;53.317082;131.345784
18;1;1;0;7;0;2.2;-0.5;97.0;31.0;1002.1;8.0;0.133;325.339353;182.541154;119.723443;143.677471;371.874489;79.704427;99.820946
19;1;1;0;7;0;2.0;-0.2;97.0;28.0;1000.1;8.0;0.133;223.131868;159.601255;105.335622;90.52874;352.577964;97.174112;84.292885
20;1;1;0;7;0;2.8;-0.2;96.0;26.0;997.9;8.0;0.133;135.494386;166.119643;84.774581;50.605622;220.758951;38.867962;47.364665
21;1;1;0;7;0;3.1;0.0;96.0;24.0;996.5;8.0;0.133;110.267999;138.23452;58.006323;27.008457;116.345555;56.623383;40.001313
22;1;1;0;7;0;3.5;0.0;95.0;29.0;995.5;8.0;0.133;69.167116;140.930654;55.499007;17.802007;86.432042;62.869494;51.857953
23;1;1;0;7;0;4.1;-0.1;93.0;15.0;994.7;8.0;0.133;71.340707;125.863852;58.442732;11.330278;49.955939;33.498786;31.074364
0;1;1;1;8;0;5.5;-0.4;91.0;17.0;994.4;7.3;0.325;61.336586;121.365303;42.939417;13.12889;70.417278;30.711657;26.114241
1;1;1;1;8;0;3.4;0.0;90.0;10.0;994.5;7.3;0.325;66.989522;97.980962;41.79041;23.230892;75.630994;45.043462;43.94248
2;1;1;1;8;0;1.9;0.1;87.0;34.0;994.8;7.3;0.325;75.034494;90.785449;67.74682;17.468978;26.994566;21.328121;12.511742
3;1;1;1;8;0;2.0;0.4;83.0;36.0;994.9;7.3;0.325;43.502007;67.178319;71.079374;20.771931;32.401129;24.491263;25.379189
4;1;1;1;8;0;4.4;0.4;85.0;8.0;995.2;7.3;0.325;70.465857;73.47295;77.963505;7.574326;74.866318;37.13304;31.706199
5;1;1;1;8;0;6.7;0.5;86.0;13.0;995.8;7.3;0.325;109.38985;67.177888;55.41398;10.289863;160.953178;54.96897;33.904373
6;1;1;1;8;0;6.2;0.6;85.0;24.0;996.6;7.3;0.325;122.8712;101.572704;80.818262;22.204165;171.957938;71.603062;33.405899
7;1;1;1;8;0;6.1;0.8;83.0;12.0;998.0;7.3;0.325;139.831848;148.554412;81.455171;21.422703;144.745583;78.133924;34.854945
8;1;1;1;8;0;5.3;1.1;83.0;7.0;999.2;7.3;0.325;138.091121;126.072827;52.672332;26.899758;152.083044;65.81951;29.038359
9;1;1;1;8;0;6.0;1.3;83.0;9.0;1000.6;7.3;0.325;95.685887;92.577891;33.42662;16.911149;129.88879;54.876267;19.012011
10;1;1;1;8;0;5.6;1.8;81.0;6.0;1002.1;7.3;0.325;93.292833;83.136227;23.396213;18.614399;115.994139;55.535444;16.653374
11;1;1;1;8;0;6.1;1.8;81.0;7.0;1003.3;7.3;0.325;81.549139;77.741003;30.630945;14.354932;109.820155;55.314577;35.700719
12;1;1;1;8;0;8.2;2.0;77.0;13.0;1003.8;7.3;0.325;92.203502;71.222218;30.919917;13.768401;140.127104;44.281567;19.892087
13;1;1;1;8;0;6.9;2.5;68.0;11.0;1004.5;7.3;0.325;104.162585;94.1477;34.62025;12.268834;134.918289;60.540123;31.693596
16;1;1;1;8;0;4.8;2.2;67.0;4.0;1007.3;7.3;0.325;109.805697;108.978102;71.253896;21.754246;126.816871;72.426454;28.972638
17;1;1;1;8;0;3.6;2.1;68.0;5.0;1008.3;7.3;0.325;85.884507;99.313005;76.449911;23.398708;162.719466;74.12351;30.094432
18;1;1;1;8;0;3.7;2.1;66.0;28.0;1008.8;7.3;0.325;105.230381;142.910195;41.00104;14.583453;172.563811;63.804449;42.625148
19;1;1;1;8;0;1.7;1.9;68.0;350.0;1009.8;7.3;0.325;93.051492;86.501428;29.349921;24.675827;66.979507;56.650128;29.061434
