hours;seasons;monthArray;weekdays;daysOfYear;redDays;wind_speed;air_temperature;relative_humidity;wind_from_direction;air_pressure_at_sea_level;clouds;precipitation;NOxHjortnes;NOxBygdoyAlle;NOxE6Alna;NOxKirkeveien;NOxManglerud;NOxSmestad;NOxBrynSkole
22;1;1;5;23;0;1.1;-1.7;95.0;23.0;992.8;4.0;0.004;100.506232;69.233641;145.470017;39.534014;13.125361;32.133707;88.993002
23;1;1;5;23;0;1.5;-1.6;94.0;17.0;992.9;4.0;0.004;78.724606;58.951734;104.353715;24.384269;106.454637;22.712714;109.200402
0;1;1;6;24;1;1.7;-1.5;93.0;33.0;993.1;8.0;0.021;48.747902;71.664199;101.276749;15.60082;115.45596;19.816678;90.67881
1;1;1;6;24;1;1.5;-0.8;93.0;18.0;993.4;8.0;0.021;33.219246;40.807783;54.04381;13.414015;130.327901;17.548891;72.495589
2;1;1;6;24;1;2.0;-0.5;93.0;28.0;993.5;8.0;0.021;22.865968;27.297879;38.34049;7.014088;64.777284;7.672226;54.433254
3;1;1;6;24;1;1.8;-0.7;94.0;37.0;993.5;8.0;0.021;13.375113;17.418531;55.745791;3.752334;58.31936;6.602016;40.00182
4;1;1;6;24;1;1.6;-0.8;97.0;25.0;993.8;8.0;0.021;11.863394;24.886495;48.179948;2.651736;57.927407;6.808867;41.078274
5;1;1;6;24;1;2.2;-0.8;95.0;28.0;994.0;8.0;0.021;16.821424;13.998328;30.631607;1.872862;55.382825;8.834522;21.8458
6;1;1;6;24;1;1.7;-0.7;94.0;30.0;994.2;8.0;0.021;21.132565;12.792471;16.264169;10.703125;58.121926;4.300046;22.098175
7;1;1;6;24;1;2.2;-0.4;92.0;23.0;994.7;8.0;0.021;28.031749;20.0589;15.563582;7.127897;57.925641;4.793775;19.637728
8;1;1;6;24;1;2.5;-0.1;94.0;30.0;995.0;8.0;0.021;40.107036;24.501347;10.493619;10.422487;66.144725;17.908413;13.920263
9;1;1;6;24;1;1.3;-0.2;94.0;54.0;995.6;8.0;0.021;52.613889;39.030181;11.533809;10.757553;73.385665;11.956408;12.798382
10;1;1;6;24;1;1.4;-0.1;94.0;48.0;996.0;8.0;0.021;84.962581;47.305751;13.675081;16.544446;92.369945;22.219531;12.399712
11;1;1;6;24;1;1.0;-0.1;96.0;40.0;996.5;8.0;0.021;108.038012;76.359693;40.674061;9.901746;102.352;47.31965;15.809527
12;1;1;6;24;1;1.2;0.0;96.0;61.0;996.7;8.0;0.021;117.52644;58.814105;33.038576;10.288553;160.483178;64.227031;18.275404
13;1;1;6;24;1;1.2;0.0;92.0;52.0;996.9;8.0;0.021;116.662612;70.923092;35.987526;27.012969;123.883457;85.324464;13.304173
14;1;1;6;24;1;1.6;-0.2;91.0;39.0;997.2;8.0;0.021;115.583091;63.463901;42.709281;17.762249;129.952332;105.038232;20.29965
15;1;1;6;24;1;2.1;-0.3;90.0;39.0;997.6;8.0;0.021;119.032826;42.488074;60.215523;19.623889;158.335963;117.561899;10.252909
16;1;1;6;24;1;2.2;-0.3;88.0;23.0;997.7;8.0;0.021;131.541268;53.386827;70.16954;19.358661;138.371826;118.09082;11.668411
17;1;1;6;24;1;1.7;-0.1;87.0;38.0;997.8;8.0;0.021;115.363978;97.775101;55.318002;12.911487;139.156253;124.258218;8.790767
18;1;1;6;24;1;1.6;-0.2;87.0;32.0;998.1;8.0;0.021;101.990298;95.76299;45.134828;17.048066;104.900483;127.410602;7.98337
19;1;1;6;24;1;0.8;-0.2;87.0;33.0;998.3;8.0;0.021;109.969485;88.90891;39.480333;12.378155;100.398581;128.82524;11.227382
20;1;1;6;24;1;2.1;-0.4;86.0;20.0;998.5;8.0;0.021;88.183581;65.511263;26.732592;15.02188;87.870075;101.41872;14.223861
21;1;1;6;24;1;1.7;-0.5;87.0;43.0;998.6;8.0;0.021;66.181568;55.832207;25.034947;18.845841;53.806219;55.721975;12.566144
22;1;1;6;24;1;1.5;-0.7;87.0;45.0;998.8;8.0;0.021;46.767467;41.109117;14.827083;3.447369;22.285734;44.995583;5.722562
23;1;1;6;24;1;2.1;-1.1;87.0;21.0;999.0;8.0;0.021;33.608189;17.710238;8.804345;0.971286;18.955992;51.989054;4.844184
0;1;1;0;25;0;2.1;-1.4;81.0;19.0;998.9;5.7;0.004;23.899834;14.688377;6.34227;-0.079676;12.68931;30.049297;5.258223
1;1;1;0;25;0;2.3;-1.4;78.0;37.0;998.8;5.7;0.004;7.504579;10.052375;7.030767;-0.26057;12.491798;24.595978;3.727595
2;1;1;0;25;0;1.5;-1.7;80.0;15.0;999.2;5.7;0.004;8.149512;9.047987;6.637541;-1.081098;11.511098;14.852478;4.589532
3;1;1;0;25;0;3.2;-2.2;78.0;23.0;999.3;5.7;0.004;7.284524;3.806539;9.999343;-1.788689;22.865725;10.528526;5.787937
4;1;1;0;25;0;3.3;-2.6;79.0;22.0;999.5;5.7;0.004;34.461386;14.504488;17.706019;1.919628;50.864305;40.421682;9.969495
5;1;1;0;25;0;2.0;-2.7;78.0;44.0;999.5;5.7;0.004;118.801577;41.949408;56.391614;9.628821;186.951091;122.537386;21.353422
6;1;1;0;25;0;2.7;-2.8;78.0;31.0;999.6;5.7;0.004;111.682009;68.78959;83.145457;28.121146;119.397789;178.848826;30.807783
7;1;1;0;25;0;4.0;-3.4;75.0;17.0;999.9;5.7;0.004;81.696744;54.065251;63.893014;52.495116;109.999416;136.840523;30.417759
8;1;1;0;25;0;2.8;-3.7;75.0;22.0;1000.5;5.7;0.004;93.343882;45.595609;74.657312;27.427864;162.285175;112.91573;26.638107
9;1;1;0;25;0;2.6;-4.0;74.0;45.0;1001.1;5.7;0.004;92.911092;65.374495;75.677109;22.079128;185.395027;74.019404;28.152197
10;1;1;0;25;0;2.2;-4.3;72.0;1.0;1001.5;5.7;0.004;97.655551;68.204394;55.557157;25.608931;134.480803;77.29496;25.084961
11;1;1;0;25;0;3.8;-4.2;73.0;11.0;1001.9;5.7;0.004;79.317945;44.601084;36.941953;19.919331;105.889659;64.298066;17.104004
12;1;1;0;25;0;3.6;-4.6;74.0;43.0;1002.3;5.7;0.004;64.863005;42.789821;28.350925;25.414159;100.798333;61.550916;19.010058
13;1;1;0;25;0;3.0;-4.9;75.0;55.0;1002.4;5.7;0.004;94.847181;63.981999;62.299197;37.221388;92.377325;81.979981;23.760769
14;1;1;0;25;0;1.6;-4.8;77.0;47.0;1002.8;5.7;0.004;118.360111;63.381622;63.556157;45.358694;70.050292;112.649563;35.776424
15;1;1;0;25;0;1.5;-5.6;79.0;46.0;1003.1;5.7;0.004;179.194664;49.059574;140.808165;66.670921;52.226886;107.772617;46.889398
16;1;1;0;25;0;1.5;-6.1;82.0;43.0;1003.4;5.7;0.004;214.358344;48.660821;174.711349;80.464444;39.886761;64.603052;51.238081
17;1;1;0;25;0;1.3;-6.8;84.0;23.0;1003.5;5.7;0.004;134.752503;82.566926;167.391179;69.279047;52.617158;31.981931;104.22538
18;1;1;0;25;0;1.7;-7.5;85.0;34.0;1003.7;5.7;0.004;106.705928;66.83206;178.177571;30.039133;54.771041;46.120095;156.353534
19;1;1;0;25;0;2.0;-7.8;83.0;48.0;1004.0;5.7;0.004;106.273224;37.778228;159.566029;34.077505;44.780589;51.361334;146.828305
20;1;1;0;25;0;1.0;-8.1;85.0;49.0;1004.6;5.7;0.004;86.423947;35.966743;171.410576;32.05316;25.387253;40.393044;140.95372
21;1;1;0;25;0;1.5;-8.3;84.0;54.0;1005.4;5.7;0.004;57.081655;38.594858;162.685466;43.43321;82.585119;36.86092;106.606679
22;1;1;0;25;0;1.0;-8.8;86.0;38.0;1005.6;5.7;0.004;53.843797;31.94005;103.410954;24.127297;79.842647;36.749198;92.967605
23;1;1;0;25;0;0.6;-8.7;87.0;10.0;1006.0;5.7;0.004;54.05781;44.658478;65.342986;24.083133;100.21597;21.443579;65.489988
0;1;1;1;26;0;1.9;-8.9;88.0;45.0;1006.2;2.0;0.0;38.953728;19.033633;73.565832;10.38849;67.304798;13.552931;53.792249
1;1;1;1;26;0;1.3;-9.1;86.0;35.0;1006.5;2.0;0.0;29.243106;17.625477;60.667679;6.905013;55.941806;14.436056;42.729582
2;1;1;1;26;0;0.2;-9.0;89.0;344.0;1006.7;2.0;0.0;26.004858;13.190108;47.035015;6.260911;50.651531;14.926033;29.063234
3;1;1;1;26;0;0.8;-9.2;87.0;4.0;1007.3;2.0;0.0;32.691234;14.405449;74.109077;8.723773;119.025917;17.212678;39.599056
4;1;1;1;26;0;1.1;-9.1;87.0;36.0;1007.8;2.0;0.0;78.645352;10.979035;151.938987;11.199497;122.357536;40.408182;47.333716
5;1;1;1;26;0;0.5;-9.3;86.0;12.0;1008.2;2.0;0.0;225.359417;40.448989;345.883992;62.180975;279.884009;85.620352;125.446962
6;1;1;1;26;0;1.0;-9.2;88.0;35.0;1008.5;2.0;0.0;258.370639;81.0197;366.090491;115.386207;367.27469;116.065847;205.252929
7;1;1;1;26;0;1.4;-9.2;85.0;53.0;1008.8;2.0;0.0;234.421245;125.022247;331.739209;206.578073;326.918832;151.118415;216.885064
8;1;1;1;26;0;1.4;-9.3;86.0;48.0;1009.3;2.0;0.0;202.91964;153.687017;348.957938;117.996201;398.247835;218.330347;235.415849
9;1;1;1;26;0;1.5;-7.9;83.0;45.0;1009.6;2.0;0.0;199.035535;135.932157;335.731729;58.279923;311.059441;267.956594;241.612863
10;1;1;1;26;0;0.2;-6.1;79.0;47.0;1009.7;2.0;0.0;168.827601;141.589113;142.730773;94.098447;447.643546;165.57966;145.628839
11;1;1;1;26;0;0.8;-5.0;71.0;195.0;1009.8;2.0;0.0;148.544535;150.475487;152.183608;68.782415;333.410005;176.605066;109.313568
12;1;1;1;26;0;0.9;-3.8;65.0;233.0;1009.5;2.0;0.0;105.604958;174.297719;195.974361;85.736807;328.51728;201.350485;104.792501
13;1;1;1;26;0;1.1;-4.1;66.0;135.0;1009.5;2.0;0.0;180.04598;183.184621;137.57274;88.811919;361.837769;251.59595;101.346121
14;1;1;1;26;0;1.3;-3.4;69.0;215.0;1009.6;2.0;0.0;251.035997;182.989016;228.222968;128.664181;393.9841;306.4915;98.381567
15;1;1;1;26;0;0.8;-4.5;72.0;184.0;1009.8;2.0;0.0;213.059081;139.801542;183.203647;91.716731;402.810864;216.094131;118.590446
16;1;1;1;26;0;0.6;-5.8;80.0;335.0;1009.9;2.0;0.0;227.516186;133.953907;235.680531;152.032452;220.360432;163.29024;176.924073
17;1;1;1;26;0;1.6;-7.0;83.0;13.0;1010.0;2.0;0.0;170.549422;169.080474;216.964822;93.95051;326.980352;203.144997;162.680053
18;1;1;1;26;0;0.1;-7.6;84.0;357.0;1010.2;2.0;0.0;137.533703;111.762276;232.674892;70.037403;281.516591;118.199024;161.787987
19;1;1;1;26;0;2.0;-8.1;85.0;50.0;1009.9;2.0;0.0;112.069898;88.757069;141.660589;55.129538;170.19592;81.620754;136.339583
20;1;1;1;26;0;0.7;-8.2;85.0;44.0;1010.2;2.0;0.0;99.337164;68.375436;110.133139;48.425009;206.458299;62.237059;101.09986
21;1;1;1;26;0;1.9;-8.2;86.0;44.0;1010.1;2.0;0.0;94.372669;60.710077;150.574701;25.265544;97.090223;68.428252;108.412375
22;1;1;1;26;0;0.7;-8.8;88.0;66.0;1010.2;2.0;0.0;65.239237;62.53172;113.695901;35.710026;175.29887;37.571187;93.368876
23;1;1;1;26;0;1.0;-9.4;87.0;14.0;1010.1;2.0;0.0;40.63695;37.506471;86.09314;11.895943;168.636693;35.245273;66.589861
0;1;1;2;27;0;1.3;-9.7;88.0;45.0;1010.0;2.3;0.0;28.982034;15.508579;65.094826;9.317243;128.454678;24.462252;56.0755
1;1;1;2;27;0;1.7;-10.0;87.0;43.0;1009.9;2.3;0.0;24.232476;14.100034;56.362476;8.411861;170.405292;18.647493;38.624535
2;1;1;2;27;0;1.1;-10.4;87.0;54.0;1009.9;2.3;0.0;24.446261;15.517539;38.179627;7.495366;126.692761;15.387629;35.373053
3;1;1;2;27;0;1.5;-10.5;87.0;48.0;1009.7;2.3;0.0;28.544513;15.723885;43.505122;5.602261;135.515481;20.33217;40.444661
4;1;1;2;27;0;0.8;-10.9;88.0;85.0;1009.6;2.3;0.0;57.676294;17.343304;101.26457;8.679386;149.435686;45.488952;55.680057
5;1;1;2;27;0;1.5;-10.9;87.0;91.0;1009.2;2.3;0.0;153.27739;30.065568;196.667989;49.896316;200.997242;94.815101;113.22746
6;1;1;2;27;0;0.3;-11.0;87.0;9.0;1009.1;2.3;0.0;220.177621;90.026004;221.645251;71.353617;120.815798;129.732038;159.621203
7;1;1;2;27;0;0.8;-10.8;85.0;93.0;1008.9;2.3;0.0;224.925336;137.471536;245.01417;126.148974;350.201009;183.459133;229.630385
10;1;1;2;27;0;0.2;-6.3;80.0;289.0;1008.9;2.3;0.0;216.939775;165.156352;417.265327;88.961486;443.746442;184.631925;260.882789
11;1;1;2;27;0;1.2;-6.1;73.0;229.0;1008.7;2.3;0.0;199.242358;203.12764;298.464144;107.760263;427.873488;185.403775;175.070154
12;1;1;2;27;0;0.3;-3.8;69.0;290.0;1008.2;2.3;0.0;127.589078;202.333517;242.721755;125.677566;365.332822;201.358744;117.49224
13;1;1;2;27;0;1.0;-4.2;67.0;215.0;1008.1;2.3;0.0;172.26365;183.364402;244.813786;139.575668;389.066152;251.170213;125.804938
14;1;1;2;27;0;0.3;-5.0;73.0;220.0;1008.0;2.3;0.0;260.320146;234.067807;210.536828;132.184784;427.899548;256.872226;134.814392
15;1;1;2;27;0;0.4;-5.3;76.0;69.0;1008.0;2.3;0.0;363.917962;161.3742;319.279603;227.944078;381.433905;203.809306;216.801624
16;1;1;2;27;0;0.9;-5.5;83.0;313.0;1008.0;2.3;0.0;378.379825;223.999961;332.929864;285.987097;394.972268;232.334066;232.028671
17;1;1;2;27;0;0.6;-6.4;84.0;106.0;1008.3;2.3;0.0;432.77096;254.718542;384.607152;279.413685;193.97347;197.488254;247.620313
18;1;1;2;27;0;0.2;-7.1;87.0;8.0;1008.2;2.3;0.0;400.397677;248.069242;343.309182;273.600889;121.41597;159.291073;240.516789
19;1;1;2;27;0;0.3;-7.4;89.0;35.0;1008.2;2.3;0.0;350.541016;244.449416;277.429801;231.05789;171.62213;152.489444;227.944163
20;1;1;2;27;0;0.7;-7.8;90.0;229.0;1008.0;2.3;0.0;297.8775;179.409601;262.258773;197.753569;211.828748;111.813656;221.833581
21;1;1;2;27;0;0.3;-7.4;91.0;248.0;1007.9;2.3;0.0;239.60112;189.726237;213.733616;169.541128;142.60034;66.210122;170.531934
22;1;1;2;27;0;0.6;-7.9;90.0;109.0;1008.0;2.3;0.0;188.014751;134.77729;134.977685;69.652859;105.141301;59.565237;121.85812
23;1;1;2;27;0;0.8;-8.4;91.0;20.0;1008.2;2.3;0.0;132.326344;84.468787;120.104422;54.8306;144.564743;38.536159;102.138551
0;1;1;3;28;0;0.2;-8.7;92.0;37.0;1007.8;1.3;0.0;87.645063;68.509179;73.191772;39.609224;94.551011;34.25042;68.397839
1;1;1;3;28;0;0.6;-8.6;91.0;279.0;1007.7;1.3;0.0;72.750077;49.920061;55.65536;29.414008;107.889091;18.788061;45.57372
2;1;1;3;28;0;1.1;-8.8;91.0;51.0;1007.8;1.3;0.0;50.731725;42.242882;67.242474;16.524739;87.490328;21.818566;41.0333
3;1;1;3;28;0;0.7;-9.3;89.0;28.0;1007.5;1.3;0.0;53.320197;26.277237;92.026139;11.530607;119.463459;15.106954;54.452687
4;1;1;3;28;0;1.5;-9.9;86.0;37.0;1007.4;1.3;0.0;93.467507;22.033929;149.216248;24.599413;208.324064;37.002514;62.696122
7;1;1;3;28;0;0.8;-10.2;82.0;12.0;1006.6;1.3;0.0;270.065107;83.705326;336.407042;103.038086;495.927271;169.630682;224.571114
9;1;1;3;28;0;1.1;-9.2;81.0;82.0;1006.6;1.3;0.0;271.388257;186.845626;249.996502;81.644706;471.237204;266.25308;204.651489
10;1;1;3;28;0;0.9;-7.8;78.0;128.0;1006.7;1.3;0.0;211.597708;156.321808;170.090477;77.037941;282.125026;216.453376;137.209311
11;1;1;3;28;0;0.9;-6.6;71.0;96.0;1006.4;1.3;0.0;182.029654;169.073469;110.166805;78.54749;330.790012;192.902998;103.037032
12;1;1;3;28;0;1.0;-5.2;64.0;213.0;1005.9;1.3;0.0;155.913904;187.287713;104.928247;91.482156;319.420604;229.597773;72.409822
13;1;1;3;28;0;1.5;-4.9;64.0;227.0;1005.7;1.3;0.0;179.027373;150.89201;68.647564;83.95342;403.405976;199.823869;74.874322
14;1;1;3;28;0;0.7;-4.8;68.0;205.0;1005.8;1.3;0.0;225.247816;151.30669;92.902469;64.987661;409.696767;268.556613;96.278559
15;1;1;3;28;0;1.1;-6.0;72.0;103.0;1005.5;1.3;0.0;196.323371;125.22075;122.937933;60.244369;384.201075;196.039577;105.709323
16;1;1;3;28;0;0.3;-7.3;78.0;348.0;1005.5;1.3;0.0;202.812888;123.003751;235.645552;145.168148;327.112587;152.380328;116.465181
17;1;1;3;28;0;1.7;-8.5;80.0;34.0;1005.8;1.3;0.0;189.434448;125.035223;279.519067;97.64838;202.519546;167.925585;190.607146
18;1;1;3;28;0;2.6;-9.0;81.0;42.0;1005.8;1.3;0.0;156.185644;73.650281;259.206271;66.771766;334.981917;138.697099;200.157627
19;1;1;3;28;0;1.3;-9.9;84.0;40.0;1005.7;1.3;0.0;102.416132;74.05992;224.630594;36.507326;275.532742;88.623072;192.245236
20;1;1;3;28;0;2.9;-9.8;83.0;42.0;1005.6;1.3;0.0;108.038953;70.624715;202.484086;33.249955;383.277728;76.956452;142.138734
21;1;1;3;28;0;0.5;-10.1;86.0;21.0;1005.7;1.3;0.0;106.318343;91.879001;96.571486;28.242752;327.947846;48.780151;94.948737
22;1;1;3;28;0;2.0;-10.9;84.0;42.0;1005.8;1.3;0.0;63.556576;52.82385;79.492306;16.685441;201.179508;48.957447;70.722897
23;1;1;3;28;0;1.5;-11.4;85.0;40.0;1005.8;1.3;0.0;52.761439;40.075954;50.09895;14.307364;145.64559;40.614765;55.649367
0;1;1;4;29;0;2.1;-11.7;85.0;45.0;1005.6;0.3;0.0;32.244404;26.516678;28.509009;5.127167;151.146156;38.471547;40.784194
1;1;1;4;29;0;2.1;-11.6;85.0;32.0;1005.5;0.3;0.0;24.903635;23.077131;28.025666;6.581521;124.851749;40.888408;42.634892
2;1;1;4;29;0;0.4;-12.2;85.0;121.0;1005.2;0.3;0.0;25.987842;21.054234;21.240246;7.112987;117.398083;20.159501;43.99466
3;1;1;4;29;0;1.5;-12.5;86.0;42.0;1005.0;0.3;0.0;24.047452;21.460563;24.462115;8.196994;186.8848;44.874849;41.234584
4;1;1;4;29;0;1.5;-12.7;85.0;54.0;1004.9;0.3;0.0;74.39287;21.259531;38.728477;6.726332;248.523901;40.701717;44.924024
5;1;1;4;29;0;1.7;-12.6;84.0;54.0;1004.7;0.3;0.0;179.62323;38.269725;84.410952;40.951349;197.889584;98.320103;62.387668
6;1;1;4;29;0;0.8;-12.7;87.0;69.0;1004.5;0.3;0.0;197.351651;90.71951;79.302289;53.328498;305.072265;146.307333;57.61002
8;1;1;4;29;0;1.8;-12.4;85.0;17.0;1004.9;0.3;0.0;269.11635;158.577931;113.453983;63.580732;409.917321;170.737012;47.957406
9;1;1;4;29;0;2.1;-11.2;82.0;28.0;1005.0;0.3;0.0;155.244811;120.511115;91.199303;46.473583;272.906039;188.894171;42.264061
10;1;1;4;29;0;0.6;-9.4;82.0;20.0;1005.1;0.3;0.0;180.106745;114.847714;72.425894;17.862242;287.049266;154.673398;43.676891
11;1;1;4;29;0;1.3;-8.4;76.0;9.0;1005.0;0.3;0.0;185.952232;138.353184;129.230945;30.701668;305.315948;178.332725;35.613276
12;1;1;4;29;0;1.1;-7.8;71.0;100.0;1004.8;0.3;0.0;207.79163;103.113469;159.732971;40.834246;299.828343;185.683598;30.77189
13;1;1;4;29;0;1.1;-8.0;72.0;152.0;1004.6;0.3;0.0;175.598722;120.138297;132.869764;36.517002;286.0946;223.057425;32.235162
14;1;1;4;29;0;1.2;-8.1;75.0;134.0;1004.6;0.3;0.0;187.064506;155.400104;136.944012;62.865659;299.454342;238.405407;39.045226
15;1;1;4;29;0;1.0;-8.8;77.0;118.0;1004.7;0.3;0.0;166.540461;134.135304;117.91856;55.287603;267.460228;229.606717;70.92609
16;1;1;4;29;0;1.5;-9.8;80.0;95.0;1004.9;0.3;0.0;166.334031;101.317457;103.419043;42.885701;283.569019;144.377137;85.282628
17;1;1;4;29;0;2.3;-10.8;82.0;40.0;1004.9;0.3;0.0;140.835552;88.152108;113.999788;52.344873;287.112232;135.150315;89.53875
18;1;1;4;29;0;2.4;-11.5;83.0;42.0;1004.7;0.3;0.0;108.417252;80.659531;74.148045;51.158378;204.651804;105.288441;84.797987
19;1;1;4;29;0;1.2;-12.4;84.0;37.0;1005.0;0.3;0.0;87.670522;56.749211;55.664041;33.606999;106.478112;70.501662;59.627027
20;1;1;4;29;0;2.0;-12.7;83.0;43.0;1004.9;0.3;0.0;62.814363;54.52344;57.845081;21.485818;151.842903;77.6014;53.983246
21;1;1;4;29;0;1.8;-12.9;84.0;39.0;1005.1;0.3;0.0;58.063369;54.121698;42.002987;29.442184;274.580451;40.97151;50.113702
22;1;1;4;29;0;2.2;-13.0;82.0;37.0;1004.7;0.3;0.0;43.58232;49.462852;56.759474;20.78933;164.225435;56.303015;39.159504
23;1;1;4;29;0;1.4;-13.3;83.0;70.0;1004.3;0.3;0.0;37.96527;35.883251;40.72643;18.293026;96.872181;27.938952;40.301569
0;1;1;5;30;0;1.7;-13.5;83.0;37.0;1004.0;1.0;0.0;29.320512;20.679873;39.922193;10.824454;71.345797;32.715425;36.743085
1;1;1;5;30;0;2.3;-13.6;83.0;39.0;1003.7;1.0;0.0;27.16229;18.248173;48.902956;6.518416;117.894039;36.887797;36.313896
2;1;1;5;30;0;1.5;-13.8;83.0;60.0;1003.2;1.0;0.0;28.46389;20.479882;35.551943;5.747815;65.460393;29.45462;37.071345
3;1;1;5;30;0;2.1;-13.8;82.0;34.0;1002.9;1.0;0.0;28.900562;13.789362;43.006952;7.056737;61.33904;25.563626;35.828091
4;1;1;5;30;0;2.3;-13.2;84.0;22.0;1002.7;1.0;0.0;30.851141;17.035063;30.677282;16.194418;57.217467;40.758216;35.850161
5;1;1;5;30;0;0.9;-14.0;82.0;358.0;1002.3;1.0;0.0;52.266727;23.931816;40.918982;14.819267;98.270715;46.324414;41.700824
6;1;1;5;30;0;2.1;-14.2;82.0;30.0;1002.1;1.0;0.0;62.004663;26.772984;37.603374;16.832239;138.147636;88.551967;42.050797
7;1;1;5;30;0;1.9;-14.1;82.0;37.0;1001.9;1.0;0.0;83.855828;34.685515;47.379784;38.411835;189.026403;75.542575;50.985457
8;1;1;5;30;0;1.6;-14.0;83.0;35.0;1001.7;1.0;0.0;108.736994;74.447017;58.245081;28.939136;218.693557;153.538145;65.621337
9;1;1;5;30;0;1.6;-12.4;82.0;35.0;1001.5;1.0;0.0;129.942883;116.445399;135.229644;41.539264;347.561516;142.679737;71.12085
10;1;1;5;30;0;1.2;-10.9;80.0;73.0;1001.5;1.0;0.0;129.734823;76.485832;255.698336;42.891713;287.461687;121.43549;87.726628
11;1;1;5;30;0;0.9;-9.4;75.0;82.0;1001.4;1.0;0.0;148.779991;99.417979;281.977055;42.905969;276.273358;134.130184;86.765876
12;1;1;5;30;0;1.0;-8.4;72.0;107.0;1001.0;1.0;0.0;98.166075;144.875941;252.870773;54.414083;217.543584;149.668132;83.348419
13;1;1;5;30;0;0.6;-7.0;70.0;83.0;1000.7;1.0;0.0;129.75958;170.859589;285.346093;63.13118;282.184435;178.279549;82.483751
14;1;1;5;30;0;0.5;-6.2;72.0;201.0;1000.6;1.0;0.0;187.318223;232.36032;394.498069;71.454375;337.595093;225.862193;115.2037
15;1;1;5;30;0;0.5;-7.3;74.0;90.0;1000.4;1.0;0.0;247.694249;202.542531;354.369852;118.053309;445.85791;164.198001;169.716443
16;1;1;5;30;0;1.0;-8.5;78.0;36.0;1000.3;1.0;0.0;274.537445;124.212794;205.120969;171.750258;510.117052;142.479939;164.828903
17;1;1;5;30;0;0.6;-9.6;83.0;1.0;1000.3;1.0;0.0;352.015991;151.419899;293.799709;167.770295;367.49047;160.327105;194.212496
18;1;1;5;30;0;2.2;-9.9;86.0;34.0;1000.2;1.0;0.0;282.788484;148.791225;271.778913;157.994078;401.099887;147.364742;219.251448
19;1;1;5;30;0;0.8;-10.1;85.0;48.0;1000.4;1.0;0.0;214.853766;110.43366;248.951997;153.782724;186.15583;135.373692;225.954941
20;1;1;5;30;0;1.2;-10.1;86.0;36.0;1000.1;1.0;0.0;179.807471;101.305339;266.914445;138.220512;204.239374;89.7033;212.219393
21;1;1;5;30;0;0.9;-10.0;86.0;28.0;1000.0;1.0;0.0;163.370127;113.493979;211.504091;86.659025;169.859228;80.945654;188.435861
22;1;1;5;30;0;1.1;-10.3;86.0;29.0;999.9;1.0;0.0;139.356581;103.552459;143.182986;74.689435;142.354824;46.455226;158.393286
23;1;1;5;30;0;0.5;-9.9;87.0;13.0;999.9;1.0;0.0;133.521518;86.502582;119.179511;74.214303;160.635154;42.784914;122.083762
0;1;1;6;31;1;0.9;-10.3;88.0;42.0;999.6;4.3;0.0;103.877319;68.841195;110.205051;51.159927;154.94193;29.779945;104.765353
1;1;1;6;31;1;1.0;-10.8;88.0;23.0;999.6;4.3;0.0;80.940707;59.300832;81.19319;49.14824;92.061739;36.192101;88.459702
2;1;1;6;31;1;0.9;-11.2;90.0;104.0;999.3;4.3;0.0;86.791406;78.193004;64.535991;40.8732;119.775293;29.141985;68.51707
3;1;1;6;31;1;0.6;-11.6;89.0;34.0;999.0;4.3;0.0;80.520334;62.558615;54.720972;34.907024;78.312394;32.823719;61.433658
4;1;1;6;31;1;0.5;-10.9;90.0;306.0;998.9;4.3;0.0;69.48625;61.750323;51.732709;37.607427;96.789986;43.22627;55.209204
5;1;1;6;31;1;0.6;-11.3;89.0;278.0;998.7;4.3;0.0;76.8526;60.738782;78.385954;47.992338;69.86813;51.590641;52.004766
6;1;1;6;31;1;0.8;-11.1;89.0;149.0;998.8;4.3;0.0;89.415425;55.054576;69.370113;47.292876;134.927383;45.388909;57.299074
7;1;1;6;31;1;1.2;-10.6;92.0;21.0;998.8;4.3;0.0;67.338671;65.82614;67.503838;40.866888;96.998358;49.966528;59.037631
8;1;1;6;31;1;0.9;-11.5;91.0;83.0;999.0;4.3;0.0;81.417716;63.798765;67.496217;50.947808;176.213709;82.754257;58.225971
9;1;1;6;31;1;0.3;-9.9;91.0;61.0;999.1;4.3;0.0;85.10488;67.054173;150.468173;63.985367;210.028013;102.824062;65.982336
10;1;1;6;31;1;0.6;-8.6;92.0;124.0;999.0;4.3;0.0;118.673485;92.866125;228.225673;50.121554;104.086531;113.672492;82.378134
11;1;1;6;31;1;0.6;-7.6;82.0;136.0;999.0;4.3;0.0;148.34711;121.933103;214.368853;53.99966;65.759507;152.542773;84.229726
12;1;1;6;31;1;0.9;-6.9;78.0;95.0;998.9;4.3;0.0;131.89851;157.914006;232.880945;62.862732;170.340672;137.984323;75.58568
13;1;1;6;31;1;0.5;-6.0;76.0;109.0;998.5;4.3;0.0;148.365138;129.673002;246.895923;68.006523;366.533924;175.640494;99.392003
14;1;1;6;31;1;0.4;-5.2;78.0;70.0;998.3;4.3;0.0;124.768559;177.448524;276.209798;138.863165;425.913942;222.529535;124.991852
15;1;1;6;31;1;0.4;-5.5;79.0;249.0;998.1;4.3;0.0;195.596268;162.011457;346.890919;178.991359;403.515273;182.667002;207.256788
